data_vencimento,K,cod_negociacao,T,S,r,sigma,cotacao_op,moneyness,call_price_bs,call_price_lstm
2023-01-20,93.16,VALEA967-2023-93.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,1.47,ATM,15.204744933078565,2.1840904
2023-01-20,97.16,VALEA974-2023-97.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,0.51,OTM,13.69667042791312,0.810624
2023-01-20,76.16,VALEA98-2023-76.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,15.3,ITM,23.397414348481583,15.589643
2023-01-20,98.16,VALEA984-2023-98.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,0.38,OTM,13.341816658446362,0.65607095
2023-01-20,95.16,VALEA987-2023-95.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,0.88,ATM,14.432653647517306,1.3663605
2023-01-20,99.16,VALEA994-2023-99.16,0.05952380952380952,90.9,0.13649989315282562,1.80201774173532,0.28,OTM,12.995506165384988,0.5354682
2023-02-17,101.41,VALEB101-2023-101.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.89,OTM,23.658103515279453,1.4763055
2023-02-17,103.41,VALEB103-2023-103.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.64,OTM,23.055942963851926,1.1150016
2023-02-17,109.41,VALEB109-2023-109.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.22,OTM,21.353679997653238,0.48750758
2023-02-17,111.41,VALEB111-2023-111.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.15,OTM,20.819153800819546,0.39460033
2023-02-17,119.41,VALEB119-2023-119.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.02,OTM,18.831800421929202,0.19714284
2023-02-17,121.41,VALEB121-2023-121.41,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,0.03,OTM,18.370262329854825,0.18251401
2023-02-17,66.91,VALEB671-2023-66.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,23.55,ITM,37.50995939365262,24.968067
2023-02-17,72.91,VALEB731-2023-72.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,18.0,ITM,34.55045083757123,19.210106
2023-02-17,73.91,VALEB741-2023-73.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,18.72,ITM,34.082921659878366,18.322378
2023-02-17,74.91,VALEB751-2023-74.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,16.92,ITM,33.62246284062709,17.448313
2023-02-17,75.91,VALEB761-2023-75.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,16.24,ITM,33.16897094469665,16.578527
2023-02-17,76.91,VALEB771-2023-76.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,15.4,ITM,32.72234319822428,15.703212
2023-02-17,77.91,VALEB781-2023-77.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,13.3,ITM,32.2824775542383,14.816676
2023-02-17,78.91,VALEB791-2023-78.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,13.5,ITM,31.849272752187694,13.9202385
2023-02-17,79.91,VALEB801-2023-79.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,12.68,ITM,31.42262837178066,13.023407
2023-02-17,80.91,VALEB811-2023-80.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,11.8,ITM,31.00244488152058,12.1413145
2023-02-17,81.91,VALEB821-2023-81.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,11.4,ITM,30.588623682303066,11.289444
2023-02-17,82.91,VALEB831-2023-82.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,10.3,ITM,30.181067146415458,10.533659
2023-02-17,83.91,VALEB841-2023-83.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,9.54,ITM,29.77967865225861,9.808751
2023-02-17,84.91,VALEB851-2023-84.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,8.62,ITM,29.384362615090936,9.102666
2023-02-17,85.91,VALEB861-2023-85.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,8.15,ITM,28.995024514075553,8.438317
2023-02-17,86.91,VALEB871-2023-86.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,7.2,ATM,28.61157091589361,7.3396297
2023-02-17,87.91,VALEB881-2023-87.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,6.42,ATM,28.233909495170202,6.9341197
2023-02-17,88.91,VALEB891-2023-88.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,5.75,ATM,27.86194905194342,6.4483023
2023-02-17,89.91,VALEB901-2023-89.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,5.17,ATM,27.495599526392432,5.924793
2023-02-17,90.91,VALEB911-2023-90.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,4.55,ATM,27.134772011026307,5.352931
2023-02-17,91.91,VALEB921-2023-91.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,4.15,ATM,26.779378760522746,4.851699
2023-02-17,92.91,VALEB931-2023-92.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,3.57,ATM,26.429333199392957,4.4167857
2023-02-17,93.91,VALEB941-2023-93.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,3.05,ATM,26.08454992763808,4.013717
2023-02-17,94.91,VALEB951-2023-94.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,2.66,ATM,25.744944724551335,3.6382058
2023-02-17,95.91,VALEB961-2023-95.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,2.26,OTM,25.410434550810116,3.0425668
2023-02-17,96.91,VALEB971-2023-96.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,1.98,OTM,25.080937548992715,2.6825576
2023-02-17,97.91,VALEB979-2023-97.91,0.17063492063492064,90.9,0.13649989315282562,1.80201774173532,1.72,OTM,24.75637304264562,2.3667696
2023-03-17,78.16,VALEC100-2023-78.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,14.93,ITM,38.92051297921074,15.413158
2023-03-17,97.66,VALEC103-2023-97.66,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,3.02,OTM,32.45494485891898,3.9261014
2023-03-17,106.16,VALEC106-2023-106.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,1.03,OTM,30.09332287675933,1.7054248
2023-03-17,114.16,VALEC111-2023-114.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,0.33,OTM,28.07986789335151,0.73003745
2023-03-17,116.16,VALEC116-2023-116.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,0.26,OTM,27.605345139303612,0.5897211
2023-03-17,120.16,VALEC120-2023-120.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,0.14,OTM,26.688564427644007,0.42954847
2023-03-17,121.66,VALEC139-2023-121.66,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,0.13,OTM,26.355460332263323,0.39337078
2023-03-17,120.66,VALEC641-2023-120.66,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,0.15,OTM,26.576896140136352,0.41690356
2023-03-17,81.16,VALEC811-2023-81.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,12.92,ITM,37.81746163101489,12.991366
2023-03-17,83.16,VALEC867-2023-83.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,11.55,ITM,37.105721937648,11.511092
2023-03-17,88.16,VALEC884-2023-88.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,7.0,ATM,35.40468725944495,7.945327
2023-03-17,89.16,VALEC894-2023-89.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,7.3,ATM,35.07733481079512,7.529938
2023-03-17,90.16,VALEC904-2023-90.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,6.01,ATM,34.75410760001378,7.1574183
2023-03-17,91.16,VALEC911-2023-91.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,5.87,ATM,34.43493976835941,6.701867
2023-03-17,100.16,VALEC92-2023-100.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,2.4,OTM,31.73482356772598,3.0022728
2023-03-17,92.16,VALEC924-2023-92.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,5.65,ATM,34.119766683431834,6.2329016
2023-03-17,93.16,VALEC934-2023-93.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,5.14,ATM,33.8085249159807,5.7592735
2023-03-17,94.16,VALEC944-2023-94.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,4.58,ATM,33.501152216964186,5.324372
2023-03-17,102.16,VALEC95-2023-102.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,1.85,OTM,31.17435898832769,2.491749
2023-03-17,95.16,VALEC951-2023-95.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,4.1,ATM,33.19758749487636,4.924687
2023-03-17,99.16,VALEC991-2023-99.16,0.28174603174603174,90.9,0.13649989315282562,1.80201774173532,2.7,OTM,32.02022581415768,3.424377
2023-04-20,132.3,VALED150-2023-132.3,0.4166666666666667,90.9,0.13649989315282562,1.80201774173532,0.16,OTM,31.9204033436185,0.43046275
2024-04-19,162.41,VALED162-2024-162.41,1.8650793650793651,90.9,0.13649989315282562,1.80201774173532,1.71,OTM,67.64433855207477,2.5186849
2023-04-20,93.3,VALED935-2023-93.3,0.4166666666666667,90.9,0.13649989315282562,1.80201774173532,3.58,ATM,40.70571654346068,7.1886864
